segment;expected;rank;hypothesis;codepoint;distance;similarity
19;Н;27;Г;U+0413;1.13576207;0.46821695
19;Н;28;З;U+0417;1.17439664;0.45989769
19;Н;29;Ф;U+0424;1.18590464;0.45747650
19;Н;30;Ё;U+0401;1.19015411;0.45658888
19;Н;31;М;U+041C;1.23970722;0.44648693
19;Н;32;Ъ;U+042A;1.32075015;0.43089516
19;Н;33;К;U+041A;1.42264967;0.41277119
19;Н;34;У;U+0423;1.44238970;0.40943507
19;Н;35;Ғ;U+0492;1.45479897;0.40736533
19;Н;36;Ұ;U+04B0;1.46384976;0.40586890
19;Н;37;Ү;U+04AE;1.46543556;0.40560784
19;Н;38;Т;U+0422;1.49587752;0.40066069
19;Н;39;А;U+0410;1.53299160;0.39479010
19;Н;40;І;U+0406;1.64665362;0.37783562
19;Н;41;Ж;U+0416;1.70624206;0.36951610
19;Н;42;Х;U+0425;1.85720793;0.34999203
