segment;expected;rank;hypothesis;codepoint;distance;similarity
13;К;4;Қ;U+049A;0.84135944;0.54307702
13;К;5;Ж;U+0416;0.87735094;0.53266546
13;К;6;В;U+0412;0.90544437;0.52481196
13;К;7;Ю;U+042E;0.94240233;0.51482640
13;К;8;Й;U+0419;0.94943204;0.51296992
13;К;9;Б;U+0411;1.00639655;0.49840596
13;К;10;Р;U+0420;1.07025296;0.48303276
13;К;11;Ү;U+04AE;1.07409130;0.48213885
13;К;12;О;U+041E;1.07467808;0.48200249
13;К;13;Ь;U+042C;1.11999273;0.47169973
13;К;14;Ы;U+042B;1.12948606;0.46959688
13;К;15;У;U+0423;1.14392148;0.46643499
13;К;16;Х;U+0425;1.17857208;0.45901626
13;К;17;Е;U+0415;1.20104208;0.45433025
13;К;18;Һ;U+04BA;1.26686060;0.44113873
13;К;19;С;U+0421;1.28384949;0.43785722
13;К;20;Ф;U+0424;1.28495304;0.43764576
13;К;21;Ө;U+04E8;1.30334239;0.43415169
13;К;22;Ё;U+0401;1.30825422;0.43322784
13;К;23;Ң;U+04A2;1.30878043;0.43312910
13;К;24;Ұ;U+04B0;1.33553558;0.42816732
13;К;25;П;U+041F;1.35149317;0.42526171
13;К;26;Я;U+042F;1.36236980;0.42330375
13;К;27;Н;U+041D;1.36727818;0.42242606
13;К;28;Ә;U+04D8;1.39124418;0.41819234
13;К;29;Г;U+0413;1.40277328;0.41618575
13;К;30;Ц;U+0426;1.42064297;0.41311338
13;К;31;Ъ;U+042A;1.43508344;0.41066355
13;К;32;З;U+0417;1.44661222;0.40872844
13;К;33;Ш;U+0428;1.45402621;0.40749361
13;К;34;Д;U+0414;1.45827531;0.40678926
13;К;35;Э;U+042D;1.46449766;0.40576220
13;К;36;Л;U+041B;1.46549331;0.40559834
13;К;37;І;U+0406;1.47654654;0.40378809
13;К;38;Щ;U+0429;1.49441887;0.40089498
13;К;39;А;U+0410;1.49678369;0.40051527
13;К;40;Ч;U+0427;1.50094963;0.39984812
13;К;41;Ғ;U+0492;1.60791278;0.38344841
13;К;42;Т;U+0422;1.68243733;0.37279529
14;Ө;1;Ө;U+04E8;0.08735659;0.91966151
14;Ө;2;Ә;U+04D8;0.25478196;0.79695121
14;Ө;3;О;U+041E;0.55979197;0.64111113
14;Ө;4;Э;U+042D;0.58228981;0.63199548
14;Ө;5;З;U+0417;0.65247881;0.60515148
14;Ө;6;В;U+0412;0.68277935;0.59425497
14;Ө;7;Я;U+042F;0.77305418;0.56399856
14;Ө;8;Р;U+0420;0.78318480;0.56079437
14;Ө;9;Ь;U+042C;0.78342001;0.56072041
14;Ө;10;Б;U+0411;0.78967152;0.55876175
14;Ө;11;С;U+0421;0.80082008;0.55530256
14;Ө;12;Н;U+041D;0.80892437;0.55281471
14;Ө;13;Д;U+0414;0.83025779;0.54637112
14;Ө;14;Ы;U+042B;0.84870027;0.54092057
14;Ө;15;У;U+0423;0.87114311;0.53443267
14;Ө;16;Ч;U+0427;0.87385403;0.53365950
14;Ө;17;Һ;U+04BA;0.87937423;0.53209200
14;Ө;18;Қ;U+049A;0.90212158;0.52572875
14;Ө;19;Ю;U+042E;0.92266206;0.52011220
14;Ө;20;Е;U+0415;0.92749211;0.51880887
14;Ө;21;Ц;U+0426;0.93620435;0.51647441
14;Ө;22;Ф;U+0424;0.97344377;0.50672840
14;Ө;23;Ң;U+04A2;0.98256498;0.50439709
14;Ө;24;А;U+0410;0.99096999;0.50226774
14;Ө;25;П;U+041F;1.00087967;0.49978018
14;Ө;26;Ъ;U+042A;1.01288898;0.49679839
14;Ө;27;Ұ;U+04B0;1.01763260;0.49563037
14;Ө;28;Ё;U+0401;1.03296968;0.49189125
14;Ө;29;Л;U+041B;1.04463283;0.48908537
14;Ө;30;Щ;U+0429;1.08823003;0.47887445
14;Ө;31;Ү;U+04AE;1.11695803;0.47237592
14;Ө;32;Ғ;U+0492;1.12240520;0.47116356
14;Ө;33;Й;U+0419;1.12656767;0.47024133
14;Ө;34;Г;U+0413;1.17344463;0.46009914
14;Ө;35;Ш;U+0428;1.21841293;0.45077271
14;Ө;36;И;U+0418;1.25424091;0.44360831
14;Ө;37;М;U+041C;1.29756284;0.43524381
14;Ө;38;Т;U+0422;1.30984726;0.43292906
14;Ө;39;І;U+0406;1.31155476;0.43260926
14;Ө;40;К;U+041A;1.35143360;0.42527248
14;Ө;41;Х;U+0425;1.36404129;0.42300446
14;Ө;42;Ж;U+0416;1.42829464;0.41181164
15;Р;1;Р;U+0420;0.09129397;0.91634338
15;Р;2;Г;U+0413;0.63898984;0.61013191
15;Р;3;Қ;U+049A;0.65687266;0.60354668
15;Р;4;Б;U+0411;0.68192563;0.59455661
15;Р;5;В;U+0412;0.69367411;0.59043236
15;Р;6;Е;U+0415;0.75563581;0.56959421
15;Р;7;О;U+041E;0.76169684;0.56763455
15;Р;8;С;U+0421;0.76530223;0.56647524
15;Р;9;Ө;U+04E8;0.81144252;0.55204622
15;Р;10;Ь;U+042C;0.84547716;0.54186528
15;Р;11;П;U+041F;0.85832552;0.53811885
15;Р;12;Һ;U+04BA;0.86013825;0.53759445
15;Р;13;Ң;U+04A2;0.89652731;0.52727952
15;Р;14;Ә;U+04D8;0.89865401;0.52668891
15;Р;15;Ё;U+0401;0.91922291;0.52104422
15;Р;16;Ц;U+0426;0.91953663;0.52095906
15;Р;17;Н;U+041D;0.91959313;0.52094373
15;Р;18;Ю;U+042E;0.92672911;0.51901432
15;Р;19;Ч;U+0427;0.92811289;0.51864183
15;Р;20;Ы;U+042B;1.01020331;0.49746212
15;Р;21;Д;U+0414;1.03539529;0.49130506
15;Р;22;З;U+0417;1.04394937;0.48924891
15;Р;23;Я;U+042F;1.05143519;0.48746361
15;Р;24;Э;U+042D;1.06717291;0.48375247
15;Р;25;Щ;U+0429;1.06735923;0.48370887
15;Р;26;У;U+0423;1.07362002;0.48224843
15;Р;27;Ғ;U+0492;1.08746872;0.47904910
15;Р;28;Ү;U+04AE;1.09572131;0.47716268
15;Р;29;Ф;U+0424;1.12568401;0.47043681
15;Р;30;К;U+041A;1.15205027;0.46467316
15;Р;31;Ұ;U+04B0;1.17615081;0.45952698
15;Р;32;Л;U+041B;1.21655388;0.45115077
15;Р;33;М;U+041C;1.24086472;0.44625630
15;Р;34;Й;U+0419;1.24436225;0.44556087
15;Р;35;Т;U+0422;1.25479207;0.44349987
15;Р;36;И;U+0418;1.25572690;0.44331608
15;Р;37;Ш;U+0428;1.26559840;0.44138449
15;Р;38;Ъ;U+042A;1.29342628;0.43602884
15;Р;39;А;U+0410;1.31529879;0.43190970
15;Р;40;І;U+0406;1.41415615;0.41422341
15;Р;41;Ж;U+0416;1.46133573;0.40628346
15;Р;42;Х;U+0425;1.50836327;0.39866634
16;Е;1;Е;U+0415;0.13762402;0.87902504
16;Е;2;Б;U+0411;0.48103561;0.67520321
16;Е;3;В;U+0412;0.69080019;0.59143594
16;Е;4;С;U+0421;0.73025239;0.57795037
16;Е;5;Г;U+0413;0.75747821;0.56899710
16;Е;6;Ь;U+042C;0.79853369;0.55600849
16;Е;7;Р;U+0420;0.80209585;0.55490944
16;Е;8;Ё;U+0401;0.81072217;0.55226584
16;Е;9;О;U+041E;0.93233354;0.51750900
16;Е;10;Һ;U+04BA;1.00393799;0.49901744
16;Е;11;Ы;U+042B;1.00446516;0.49888620
16;Е;12;Ө;U+04E8;1.01434502;0.49643928
16;Е;13;П;U+041F;1.01719207;0.49573861
16;Е;14;Қ;U+049A;1.03146333;0.49225599
16;Е;15;Э;U+042D;1.04021977;0.49014327
16;Е;16;Ә;U+04D8;1.04089808;0.48998037
16;Е;17;Н;U+041D;1.08391761;0.47986542
16;Е;18;З;U+0417;1.09476699;0.47738006
16;Е;19;Ю;U+042E;1.10389193;0.47530958
16;Е;20;Ғ;U+0492;1.14599526;0.46598425
16;Е;21;Ш;U+0428;1.15961094;0.46304637
16;Е;22;У;U+0423;1.17196825;0.46041189
16;Е;23;Я;U+042F;1.18488386;0.45769023
16;Е;24;Д;U+0414;1.18527393;0.45760853
16;Е;25;Ц;U+0426;1.19294691;0.45600739
16;Е;26;Ъ;U+042A;1.20001427;0.45454251
16;Е;27;І;U+0406;1.24884438;0.44467283
16;Е;28;Ң;U+04A2;1.25126815;0.44419409
16;Е;29;К;U+041A;1.27446245;0.43966433
16;Е;30;Щ;U+0429;1.27632545;0.43930449
16;Е;31;Ч;U+0427;1.28909867;0.43685316
16;Е;32;Ү;U+04AE;1.28915298;0.43684280
16;Е;33;Т;U+0422;1.30358982;0.43410506
16;Е;34;Ұ;U+04B0;1.30867634;0.43314863
16;Е;35;Л;U+041B;1.31611540;0.43175742
16;Е;36;Й;U+0419;1.37421720;0.42119146
16;Е;37;Ф;U+0424;1.38820706;0.41872416
16;Е;38;А;U+0410;1.40709494;0.41543854
16;Е;39;М;U+041C;1.41002717;0.41493308
16;Е;40;И;U+0418;1.45205020;0.40782199
16;Е;41;Ж;U+0416;1.53407096;0.39462194
16;Е;42;Х;U+0425;1.53704506;0.39415934
17;М;1;М;U+041C;0.19810681;0.83465012
17;М;2;И;U+0418;0.43703895;0.69587536
17;М;3;Й;U+0419;0.65517429;0.60416598
17;М;4;К;U+041A;0.74486844;0.57310911
17;М;5;Ю;U+042E;0.94428954;0.51432669
17;М;6;Ы;U+042B;0.94853672;0.51320562
17;М;7;Қ;U+049A;0.95143556;0.51244326
17;М;8;В;U+0412;1.04874577;0.48810351
17;М;9;Ж;U+0416;1.06143030;0.48510008
17;М;10;О;U+041E;1.09871130;0.47648288
17;М;11;Я;U+042F;1.14792769;0.46556502
17;М;12;Б;U+0411;1.19211182;0.45618111
17;М;13;Р;U+0420;1.20073065;0.45439454
17;М;14;Н;U+041D;1.22936396;0.44855843
17;М;15;Ү;U+04AE;1.23934802;0.44655855
17;М;16;П;U+041F;1.24740757;0.44495712
17;М;17;Л;U+041B;1.25892740;0.44268798
17;М;18;У;U+0423;1.26485926;0.44152854
17;М;19;Ь;U+042C;1.28048268;0.43850366
17;М;20;Ө;U+04E8;1.29824527;0.43511457
17;М;21;Х;U+0425;1.29899355;0.43497295
17;М;22;Һ;U+04BA;1.30370880;0.43408264
17;М;23;Ш;U+0428;1.30975912;0.43294558
17;М;24;Ф;U+0424;1.31906982;0.43120737
17;М;25;Ч;U+0427;1.32688944;0.42975828
17;М;26;Е;U+0415;1.36681398;0.42250891
17;М;27;Ә;U+04D8;1.37924215;0.42030190
17;М;28;Ң;U+04A2;1.39202484;0.41805586
17;М;29;С;U+0421;1.42668858;0.41208419
17;М;30;Ё;U+0401;1.43045748;0.41144517
17;М;31;Э;U+042D;1.43217432;0.41115474
17;М;32;Ұ;U+04B0;1.44171295;0.40954855
17;М;33;Ъ;U+042A;1.44177645;0.40953790
17;М;34;Д;U+0414;1.47312887;0.40434609
17;М;35;З;U+0417;1.47854551;0.40346243
17;М;36;Ц;U+0426;1.50060423;0.39990335
17;М;37;Щ;U+0429;1.52151665;0.39658671
17;М;38;А;U+0410;1.56819489;0.38937855
17;М;39;Г;U+0413;1.58206005;0.38728766
17;М;40;І;U+0406;1.60744480;0.38351723
17;М;41;Ғ;U+0492;1.65952520;0.37600697
17;М;42;Т;U+0422;1.80742631;0.35619813
18;І;1;І;U+0406;0.04580436;0.95620179
18;І;2;Т;U+0422;0.93357962;0.51717550
18;І;3;Ұ;U+04B0;0.96943476;0.50775990
18;І;4;У;U+0423;1.02612700;0.49355248
18;І;5;Ъ;U+042A;1.02891020;0.49287544
18;І;6;Ү;U+04AE;1.03032878;0.49253107
18;І;7;А;U+0410;1.04241603;0.48961621
18;І;8;З;U+0417;1.08515811;0.47957994
18;І;9;Э;U+042D;1.11260083;0.47335019
18;І;10;С;U+0421;1.11711544;0.47234080
18;І;11;Б;U+0411;1.20541218;0.45342998
18;І;12;Е;U+0415;1.22342285;0.44975700
18;І;13;Д;U+0414;1.23155584;0.44811785
18;І;14;В;U+0412;1.23862810;0.44670216
18;І;15;Ғ;U+0492;1.24385445;0.44566171
18;І;16;Ә;U+04D8;1.24780051;0.44487934
18;І;17;Л;U+041B;1.25036552;0.44437226
18;І;18;Х;U+0425;1.25662485;0.44313967
18;І;19;О;U+041E;1.25877708;0.44271744
18;І;20;Ф;U+0424;1.25995097;0.44248748
18;І;21;Я;U+042F;1.26297411;0.44189635
18;І;22;Ю;U+042E;1.28642177;0.43736462
18;І;23;Ё;U+0401;1.30902889;0.43308250
18;І;24;Ө;U+04E8;1.31284451;0.43236802
18;І;25;Ш;U+0428;1.31486072;0.43199143
18;І;26;Ж;U+0416;1.32294998;0.43048710
18;І;27;Қ;U+049A;1.33451810;0.42835393
18;І;28;Щ;U+0429;1.37435804;0.42116647
18;І;29;Р;U+0420;1.38986541;0.41843361
18;І;30;Ь;U+042C;1.39250787;0.41797146
18;І;31;Ы;U+042B;1.43020808;0.41148740
18;І;32;Г;U+0413;1.49771428;0.40036605
18;І;33;К;U+041A;1.50333563;0.39946701
18;І;34;П;U+041F;1.54864712;0.39236503
18;І;35;Ч;U+0427;1.56392594;0.39002687
18;І;36;Һ;U+04BA;1.57148928;0.38887971
18;І;37;Ц;U+0426;1.58843378;0.38633401
18;І;38;М;U+041C;1.59187817;0.38582060
18;І;39;Ң;U+04A2;1.61849757;0.38189839
18;І;40;Й;U+0419;1.62637840;0.38075245
18;І;41;Н;U+041D;1.64717321;0.37776145
18;І;42;И;U+0418;1.72465638;0.36701876
19;Н;1;Н;U+041D;0.10739100;0.90302341
19;Н;2;Һ;U+04BA;0.55418886;0.64342245
19;Н;3;П;U+041F;0.55585005;0.64273546
19;Н;4;Ы;U+042B;0.58974008;0.62903365
19;Н;5;Ч;U+0427;0.69952689;0.58839905
19;Н;6;Ь;U+042C;0.83582541;0.54471411
19;Н;7;О;U+041E;0.83922211;0.54370812
19;Н;8;Қ;U+049A;0.86398702;0.53648442
19;Н;9;Ц;U+0426;0.89166187;0.52863570
19;Н;10;Ө;U+04E8;0.89562763;0.52752977
19;Н;11;Р;U+0420;0.91384686;0.52250784
19;Н;12;В;U+0412;0.91700180;0.52164792
19;Н;13;Ң;U+04A2;0.93167323;0.51768590
19;Н;14;Ә;U+04D8;0.96616312;0.50860480
19;Н;15;Б;U+0411;0.99999383;0.50000154
19;Н;16;Я;U+042F;1.00368873;0.49907952
19;Н;17;Щ;U+0429;1.00997416;0.49751883
19;Н;18;Ю;U+042E;1.01003490;0.49750380
19;Н;19;Ш;U+0428;1.05315125;0.48705618
19;Н;20;Э;U+042D;1.06722529;0.48374021
19;Н;21;Л;U+041B;1.06970904;0.48315970
19;Н;22;Й;U+0419;1.08139503;0.48044700
19;Н;23;Е;U+0415;1.08668643;0.47922869
19;Н;24;Д;U+0414;1.09848518;0.47653422
19;Н;25;И;U+0418;1.10102942;0.47595716
19;Н;26;С;U+0421;1.10432144;0.47521257
19;Н;27;Г;U+0413;1.12994947;0.46949471
19;Н;28;З;U+0417;1.18767069;0.45710719
19;Н;29;Ф;U+0424;1.18915992;0.45679623
19;Н;30;Ё;U+0401;1.18931482;0.45676391
19;Н;31;М;U+041C;1.23695243;0.44703678
19;Н;32;Ъ;U+042A;1.33683952;0.42792840
19;Н;33;К;U+041A;1.41897730;0.41339784
19;Н;34;У;U+0423;1.45324421;0.40762350
19;Н;35;Ү;U+04AE;1.46953204;0.40493502
19;Н;36;Ұ;U+04B0;1.47018212;0.40482845
19;Н;37;Ғ;U+0492;1.47965417;0.40328204
19;Н;38;Т;U+0422;1.49621974;0.40060576
19;Н;39;А;U+0410;1.54413830;0.39306039
19;Н;40;І;U+0406;1.64808404;0.37763152
19;Н;41;Ж;U+0416;1.70480981;0.36971176
19;Н;42;Х;U+0425;1.85850683;0.34983299
